REF,RESTRICTION,SITE_NAME,SUMMARY,AUTHORITY,DATE_FROM,DATE_TO,LEG_NAME,LEG_DATE,LEG_LINK,MORE_INFO,UPDATED
1929,1,"Scallop order 2010: Pen Llyn A\'R Sarnau","Fishing for, taking or killing of scallops by the use of a scallop dredge by British fishing boats is prohibited in this area. No person is to fish for, take or kill scallops in Welsh waters during the period 1 May to 31 October inclusive in each year by any means, including diving.","Welsh Government",,,"The Scallop Fishing (Wales) (No.2) Order 2010",2010-03-01,https://www.legislation.gov.uk/wsi/2010/269/schedule/made,https://gov.wales/sea-fisheries,2021-09-23
1929,2,"Scallop order 2010: Pen Llyn A\'R Sarnau","Fishing for, taking or killing of scallops by the use of a scallop dredge by British fishing boats is prohibited in this area. No person is to fish for, take or kill scallops in Welsh waters during the period 1 May to 31 October inclusive in each year by any means, including diving.","Welsh Government","1st May","31st October","The Scallop Fishing (Wales) (No.2) Order 2010",2010-03-01,https://www.legislation.gov.uk/wsi/2010/269/schedule/made,https://gov.wales/sea-fisheries,2021-09-23
1935,1,"Scallop order 2010: West Anglesey","Fishing for, taking or killing of scallops by the use of a scallop dredge by British fishing boats is prohibited in this area. No person is to fish for, take or kill scallops in Welsh waters during the period 1 May to 31 October inclusive in each year by any means, including diving.","Welsh Government",,,"The Scallop Fishing (Wales) (No.2) Order 2010",2010-03-01,https://www.legislation.gov.uk/wsi/2010/269/schedule/made,https://gov.wales/sea-fisheries,2021-09-23
1935,2,"Scallop order 2010: West Anglesey","Fishing for, taking or killing of scallops by the use of a scallop dredge by British fishing boats is prohibited in this area. No person is to fish for, take or kill scallops in Welsh waters during the period 1 May to 31 October inclusive in each year by any means, including diving.","Welsh Government","1st May","31st October","The Scallop Fishing (Wales) (No.2) Order 2010",2010-03-01,https://www.legislation.gov.uk/wsi/2010/269/schedule/made,https://gov.wales/sea-fisheries,2021-09-23
2121,1,"Scallop order 2010: within 0-1nm of baselines","UNCONFIRMED RESTRICTION BOUNDARY – CONTACT WELSH GOVERNMENT FOR CLARIFICATION. No British fishing boat is permitted, at any time, to fish for, take or kill scallops using a scallop dredge in any part of Welsh waters which lie within 1 nautical mile of baselines. No person is to fish for, take or kill scallops in Welsh waters during the period 1 May to 31 October inclusive in each year by any means, including diving. Any British fishing boat which has a scallop dredge onboard must (a) have a tracking device installed onboard that boat; and (b) transmit the required information to the nominated receiver at least once in every ten minute period whilst that boat is at sea.","Welsh Government",,,"The Scallop Fishing (Wales) (No.2) Order 2010",2010-03-01,https://www.legislation.gov.uk/wsi/2010/269/article/5/made,https://gov.wales/sea-fisheries,2021-10-31
2121,2,"Scallop order 2010: within 0-1nm of baselines","UNCONFIRMED RESTRICTION BOUNDARY – CONTACT WELSH GOVERNMENT FOR CLARIFICATION. No British fishing boat is permitted, at any time, to fish for, take or kill scallops using a scallop dredge in any part of Welsh waters which lie within 1 nautical mile of baselines. No person is to fish for, take or kill scallops in Welsh waters during the period 1 May to 31 October inclusive in each year by any means, including diving. Any British fishing boat which has a scallop dredge onboard must (a) have a tracking device installed onboard that boat; and (b) transmit the required information to the nominated receiver at least once in every ten minute period whilst that boat is at sea.","Welsh Government","1st May","31st October","The Scallop Fishing (Wales) (No.2) Order 2010",2010-03-01,https://www.legislation.gov.uk/wsi/2010/269/article/5/made,https://gov.wales/sea-fisheries,2021-10-31
2143,1,"Scallop order 2010: within 1-3nm of baselines","No person is to fish for, take or kill scallops in Welsh waters during the period 1 May to 31 October inclusive in each year by any means, including diving. No British fishing boat is permitted, at any time, to fish for, take or kill scallops using a scallop dredge in Welsh waters, unless that boat’s overall length does not exceed 10 meters and it is towing no more than 6 scallop dredges in total, and unless that boat’s engine has a power output not exceeding 221 kilowatts. Tow bars must not exceed 3 metres in length or 185 millimetres in external diameter and is not constructed in a way which enables more than 3 scallop dredges to be attached to it at the same time. Any British fishing boat which has a scallop dredge onboard must (a) have a tracking device installed onboard that boat; and (b) transmit the required information to the nominated receiver at least once in every ten minute period whilst that boat is at sea.","Welsh Government","1st November","28th February","The Scallop Fishing (Wales) (No.2) Order 2010",2010-03-01,https://www.legislation.gov.uk/wsi/2010/269/introduction/made,https://gov.wales/sea-fisheries,2021-11-12
2143,2,"Scallop order 2010: within 1-3nm of baselines","No person is to fish for, take or kill scallops in Welsh waters during the period 1 May to 31 October inclusive in each year by any means, including diving. No British fishing boat is permitted, at any time, to fish for, take or kill scallops using a scallop dredge in Welsh waters, unless that boat’s overall length does not exceed 10 meters and it is towing no more than 6 scallop dredges in total, and unless that boat’s engine has a power output not exceeding 221 kilowatts. Tow bars must not exceed 3 metres in length or 185 millimetres in external diameter and is not constructed in a way which enables more than 3 scallop dredges to be attached to it at the same time. Any British fishing boat which has a scallop dredge onboard must (a) have a tracking device installed onboard that boat; and (b) transmit the required information to the nominated receiver at least once in every ten minute period whilst that boat is at sea.","Welsh Government","1st March","31st October","The Scallop Fishing (Wales) (No.2) Order 2010",2010-03-01,https://www.legislation.gov.uk/wsi/2010/269/introduction/made,https://gov.wales/sea-fisheries,2021-11-12
2144,1,"Scallop order 2010: within 3-6nm of baselines","No person is to fish for, take or kill scallops in Welsh waters during the period 1 May to 31 October inclusive in each year by any means, including diving. No British fishing boat is permitted, at any time, to fish for, take or kill scallops using a scallop dredge in Welsh waters, unless that boat is towing no more than 8 scallop dredges in total, and unless that boat’s engine has a power output not exceeding 221 kilowatts. Tow bars must not exceed 4 metres in length and 185 millimetres in external diameter, and is not constructed in a way which enables more than 4 scallop dredges to be attached to it at the same time. Any British fishing boat which has a scallop dredge onboard must (a) have a tracking device installed onboard that boat; and (b) transmit the required information to the nominated receiver at least once in every ten minute period whilst that boat is at sea.","Welsh Government","1st November","28th February","The Scallop Fishing (Wales) (No.2) Order 2010",2010-03-01,https://www.legislation.gov.uk/wsi/2010/269/introduction/made,https://gov.wales/sea-fisheries,2021-11-12
2144,2,"Scallop order 2010: within 3-6nm of baselines","No person is to fish for, take or kill scallops in Welsh waters during the period 1 May to 31 October inclusive in each year by any means, including diving. No British fishing boat is permitted, at any time, to fish for, take or kill scallops using a scallop dredge in Welsh waters, unless that boat is towing no more than 8 scallop dredges in total, and unless that boat’s engine has a power output not exceeding 221 kilowatts. Tow bars must not exceed 4 metres in length and 185 millimetres in external diameter, and is not constructed in a way which enables more than 4 scallop dredges to be attached to it at the same time. Any British fishing boat which has a scallop dredge onboard must (a) have a tracking device installed onboard that boat; and (b) transmit the required information to the nominated receiver at least once in every ten minute period whilst that boat is at sea.","Welsh Government","1st March","31st October","The Scallop Fishing (Wales) (No.2) Order 2010",2010-03-01,https://www.legislation.gov.uk/wsi/2010/269/introduction/made,https://gov.wales/sea-fisheries,2021-11-12
2145,1,"Scallop order 2010: within 6-12nm of baselines","No person is to fish for, take or kill scallops in Welsh waters during the period 1 May to 31 October inclusive in each year by any means, including diving. No British fishing boat is permitted, at any time, to fish for, take or kill scallops using a scallop dredge in Welsh waters, unless that boat is towing no more than 14 scallop dredges in total, and unless that boat’s engine has a power output not exceeding 221 kilowatts. Tow bars must not exceed 6.8 metres in length or 185 millimetres in external diameter and is not constructed in a way which enables more than 7 scallop dredges to be attached to it at the same time. Any British fishing boat which has a scallop dredge onboard must (a) have a tracking device installed onboard that boat; and (b) transmit the required information to the nominated receiver at least once in every ten minute period whilst that boat is at sea.","Welsh Government","1st March","31st October","The Scallop Fishing (Wales) (No.2) Order 2010",2010-03-01,https://www.legislation.gov.uk/wsi/2010/269/introduction/made,https://gov.wales/sea-fisheries,2021-11-12
2145,2,"Scallop order 2010: within 6-12nm of baselines","No person is to fish for, take or kill scallops in Welsh waters during the period 1 May to 31 October inclusive in each year by any means, including diving. No British fishing boat is permitted, at any time, to fish for, take or kill scallops using a scallop dredge in Welsh waters, unless that boat is towing no more than 14 scallop dredges in total, and unless that boat’s engine has a power output not exceeding 221 kilowatts. Tow bars must not exceed 6.8 metres in length or 185 millimetres in external diameter and is not constructed in a way which enables more than 7 scallop dredges to be attached to it at the same time. Any British fishing boat which has a scallop dredge onboard must (a) have a tracking device installed onboard that boat; and (b) transmit the required information to the nominated receiver at least once in every ten minute period whilst that boat is at sea.","Welsh Government","1st November","28th February","The Scallop Fishing (Wales) (No.2) Order 2010",2010-03-01,https://www.legislation.gov.uk/wsi/2010/269/introduction/made,https://gov.wales/sea-fisheries,2021-11-12
1480,1,"Sea Fisheries Fixed Engine Prohibition Byelaw - Area A","The placing and use of fixed engines (fixed nets) for taking sea fish is prohibited in any water inland of the landward boundary of the Southern Sea Fisheries Committee district except: Area A - Between 30th September and the following 15th February in any year in the part of Christchurch Harbour identified as Area A.","Southern IFCA","30th September","15th February","Sea Fisheries Fixed Engine Prohibition Byelaw",2019-11-19,https://secure.toolkitfiles.co.uk/clients/25364/sitedata/Redesign/Byelaws/Sea-Fisheries-Fixed-Engine-FINAL.pdf,https://www.southern-ifca.gov.uk/all-regulations,2021-09-03
1481,1,"Sea Fisheries Fixed Engine Prohibition Byelaw - Area B","The placing and use of fixed engines (fixed nets) for taking sea fish is prohibited in any water inland of the landward boundary of the Southern Sea Fisheries Committee district except: Area B -  The placing and use of bottom nets between 30th September in any year and the following 15th February in that part of the sea highlighted as Area B.","Southern IFCA","30th September","15th February","Sea Fisheries Fixed Engine Prohibition Byelaw",2019-11-19,https://secure.toolkitfiles.co.uk/clients/25364/sitedata/Redesign/Byelaws/Sea-Fisheries-Fixed-Engine-FINAL.pdf,https://www.southern-ifca.gov.uk/all-regulations,2021-09-03
1941,1,"Shellfish (Specified Sea Area) (Prohibition of Fishing Methods) (Wales) Order 2003","The use of hydraulic dredging to recover bivalve molluscs in the specified sea area is hereby prohibited.","Welsh Government",,,"The Shellfish (Specified Sea Area) (Prohibition of Fishing Methods) (Wales) Order 2003",2003-03-09,https://www.legislation.gov.uk/wsi/2003/607/article/2/made,https://gov.wales/sea-fisheries,2021-09-23
1687,1,"Shellfish permit byelaw 2015: Sussex IFCA District","A person must not use a pot or trap to fish for cuttlefish, edible crab, lobster, prawn, spider crab, velvet swimming crab or whelk unless in accordance with a valid permit.","Sussex IFCA",,,"Shellfish permit byelaw 2015",2009-11-12,https://secure.toolkitfiles.co.uk/clients/34087/sitedata/files/SPByelaw.pdf,https://www.sussex-ifca.gov.uk/byelaws,2021-09-23
2176,1,"Skerries and Causeway restricted area 2022","Prohibits fishing for sea-fish using static gear within a marine protected area designated under The Conservation  (Natural Habitats, etc.) Regulations (Northern Ireland) 1995 and the Marine Act (Northern Ireland) 2013.",DAERA,,,"The Marine Protected Areas (Prohibited Methods of Fishing) Regulations (Northern Ireland) 2022 (as amended by:  The Marine Protected Areas (Prohibited Methods of Fishing) (Amendment) Regulations (Northern Ireland) 2022)",2023-01-01,https://www.legislation.gov.uk/nisr/2022/292/pdfs/nisr_20220292_en.pdf,,2023-02-17
